location_id,month,temperature_2m,precipitation,wind_speed_10m,relative_humidity_2m,surface_pressure,cloud_cover,shortwave_radiation,hours,country,latitude,longitude,elevation_m,elevation_km
bd_rangamati,6,27.157222222222224,9.29,2.0854583333333334,88.27083333333333,1001.5672222222222,85.86527777777778,162.99027777777778,720,BD,22.7324,92.2985,29.0,0.029
bd_rangamati,7,26.58225806451613,18.541935483870965,2.8654435483870966,89.99731182795699,999.8360215053764,93.41129032258064,139.32392473118279,744,BD,22.7324,92.2985,29.0,0.029
bd_rangamati,8,27.340994623655916,9.351612903225805,2.3931182795698924,87.07795698924731,1000.3194892473118,90.11559139784946,169.26075268817203,744,BD,22.7324,92.2985,29.0,0.029
bd_sajek,1,16.365860215053765,0.0,1.231008064516129,73.6236559139785,965.2939516129031,13.431451612903226,194.86559139784947,744,BD,23.3819,92.2938,435.0,0.435
bd_sajek,2,19.219345238095237,0.0035714285714285718,1.3855654761904763,57.85863095238095,963.4456845238095,16.342261904761905,229.66369047619048,672,BD,23.3819,92.2938,435.0,0.435
bd_sajek,3,22.381048387096776,2.0903225806451613,1.6654838709677418,69.69354838709677,962.0576612903226,39.666666666666664,218.40725806451613,744,BD,23.3819,92.2938,435.0,0.435
bd_sajek,4,24.83638888888889,2.7233333333333336,2.102097222222222,72.89166666666667,960.0158333333334,47.41111111111111,224.4763888888889,720,BD,23.3819,92.2938,435.0,0.435
bd_sajek,5,24.729032258064517,4.832258064516129,1.705483870967742,81.2486559139785,958.5797043010754,54.604838709677416,216.70430107526883,744,BD,23.3819,92.2938,435.0,0.435
bd_sajek,6,24.469722222222224,5.63,1.9730694444444443,88.10833333333333,956.4394444444445,85.98611111111111,164.26111111111112,720,BD,23.3819,92.2938,435.0,0.435
bd_sajek,7,24.068145161290325,18.151612903225807,2.395725806451613,90.5497311827957,954.6829301075269,93.86290322580645,142.59005376344086,744,BD,23.3819,92.2938,435.0,0.435
bd_sajek,8,24.725403225806453,11.425806451612903,1.9419892473118279,88.54166666666667,955.3865591397849,90.61693548387096,173.14112903225808,744,BD,23.3819,92.2938,435.0,0.435
bd_sylhet,1,18.423655913978497,0.0,0.8846908602150538,70.93951612903226,1013.5283602150537,9.60752688172043,185.61290322580646,744,BD,24.8949,91.8687,20.0,0.02
bd_sylhet,2,20.741964285714285,0.0071428571428571435,0.963735119047619,63.830357142857146,1011.0043154761905,18.366071428571427,218.09970238095238,672,BD,24.8949,91.8687,20.0,0.02
bd_sylhet,3,23.026344086021503,14.193548387096776,1.1976209677419354,76.82930107526882,1008.7880376344086,49.486559139784944,186.56451612903226,744,BD,24.8949,91.8687,20.0,0.02
bd_sylhet,4,24.467499999999998,21.603333333333335,1.2141944444444446,86.32083333333334,1006.1118055555555,61.88472222222222,174.60416666666666,720,BD,24.8949,91.8687,20.0,0.02
bd_sylhet,5,25.728494623655912,19.074193548387093,1.1723790322580645,85.77956989247312,1004.6966397849463,65.54704301075269,181.65322580645162,744,BD,24.8949,91.8687,20.0,0.02
bd_sylhet,6,27.08722222222222,30.38666666666667,1.0144722222222222,89.45694444444445,1001.93,86.6875,146.06944444444446,720,BD,24.8949,91.8687,20.0,0.02
bd_sylhet,7,27.48333333333333,34.49354838709677,1.451263440860215,88.09811827956989,1000.209811827957,93.22177419354838,139.92069892473117,744,BD,24.8949,91.8687,20.0,0.02
